H2803;-14.433853822177932;16.485800135939666;10:30;WANDER;preparer le dejeuner;cuisine 
H3304;-14.433853858770172;16.4870153324217;17:00;WANDER;Préparer le diner;cuisine 
H4515;-14.430404426027652;16.488371619998876;10:30;WANDER;preparer dejeuner;cuisine 
H4805;-14.432108472306775;16.488357798126817;12:00;WANDER;Cuisiner;cuisine 
H5401;-14.432213081150106;16.488953287749364;10:15;WANDER;Préparer le déjeuner;cuisine 
H6203;-14.432181600476245;16.48927419854726;17:00;WANDER;Préparer le diner;cuisine 
H7502;-14.431754088530743;16.486761036657782;17:00;WANDER;regarder la télé+ préparer diner;cuisine 
H7701;-14.429576797432286;16.488668306414517;09:30;WANDER;preparer dejeuner;cuisine 
H5303;-14.432792533996802;16.488670164044528;10:00;WANDER;Préparer le déjeuner;Cuisine (143)
H6303;-14.43273536085257;16.489057553011065;18:00;WANDER;Préparer le diner;Cuisine (156)
H6304;-14.43273536085257;16.489057553011065;08:00;WANDER;Préparer petit déjeuner;Cuisine (156)
H6203;-14.432181600476245;16.48927419854726;10:30;WANDER;Préparer le déjeuner;Cuisine (172)
H5802;-14.431902468718048;16.488850860039538;10:15;WANDER;Cuisiner le déjeuner;Cuisine (190)
H5802;-14.431902468718048;16.488850860039538;17:00;WANDER;Cuisiner diner;cuisine (192)
H7701;-14.429576797432286;16.488668306414517;17:00;WANDER;préparer diner;cuisine (237)
H41302;-14.429411195397666;16.488851994427122;10:30;WANDER;préparer le dejeuner;cuisine (241)
H7402;-14.431435074777278;16.486874680947512;12:00;WANDER;Preparer le dejeuner;cuisine (256)
H7502;-14.431754088530743;16.486761036657782;12:15;WANDER;preparer le dejeuner;cuisine (261) 
H5001;-14.432923861154213;16.487659129805156;11:00;WANDER;Préparer le déjeuner;Cuisine (264)
H0305;-14.430109933154705;16.486052682283116;10:00;WANDER;préparatif du dejeuner;cuisine (288)
H0109;-14.431096428791916;16.485808070060582;10:15;WANDER;préparatif dejeuner;cuisine (303)
H0109;-14.431096428791916;16.485808070060582;12:00;WANDER;preparer le repas;cuisine (303)
H0109;-14.431096428791916;16.485808070060582;17:00;WANDER;préparer le diner;cuisine (303)
H0702;-14.430668836363258;16.484946828954044;11:00;WANDER;preparatif du dejeuner;cuisine (318)
H0703;-14.430668836363258;16.484946828954044;11:00;WANDER;preparatif du dejeuner;cuisine (318)
H1302;-14.4317079639953;16.485197848230214;11:30;WANDER;preparer le dejeuner;cuisine (326)
H2806;-14.433853822177932;16.485800135939666;17:00;WANDER;préparer le diner;cuisine (331)
H3004;-14.43355859532713;16.486022137365804;11:00;WANDER;préparer le déjeuner;cuisine (349) 
H3302;-14.433853858770172;16.4870153324217;17:10;WANDER;préparer le diner;cuisine (368)
H3308;-14.433853858770172;16.4870153324217;17:00;WANDER;preparer le diner;cuisine (368)
H3107;-14.433658507560722;16.48638092270357;18:00;WANDER;preparer le diner;cuisine (383)
H3005;-14.43355859532713;16.486022137365804;17:00;WANDER;préparer diner;cuisine (392)
H3405;-14.432257695512687;16.48663087442145;10:30;WANDER;préparatif dej;cuisine (405)
H13801;-14.424665824273726;16.48712551639334;17:00;WANDER;préparer diner;cuisine (445)
H29503;-14.432187192659624;16.482252641312847;10:40;WANDER;preparer dejeuner;cuisine (451)
H0404;-14.429612764202972;16.48605772963653;11:05;WANDER;preparer le dejeuner;cuisine (cour)
H0404;-14.429612764202972;16.48605772963653;17:00;WANDER;préparer le diner;cuisine (cour)
H2102;-14.42940806081453;16.487411451873513;12:00;WANDER;preparation dej;cuisine 252
H6202;-14.432181600476245;16.48927419854726;11:15;WANDER;Préparer déjeuner+ coudre;cuisine+ chambre 
H2803;-14.433853822177932;16.485800135939666;17:00;WANDER;préparer le diner;cuisine+ cour
H0102;-14.423711456540108;16.486034831790704;15:00;WANDER;amener les motons;dans la foret
H3403;-14.432565478992757;16.486629588455155;14:00;FEED;Manger;déjeuner
H3006;540;598;06:30;STILL;priére;Diamandou
H3006;540;598;07:00;FEED;petit dejeuner;Diamandou
H3006;540;598;13:00;REST;repos;Diamandou
H3006;540;598;13:30;FEED;déjeuner;Diamandou
H3006;540;598;20:00;FEED;Diner;Diamandou
H3006;540;598;21:00;REST;repos;Diamandou
H3006;540;598;23:00;REST;Dormir;Diamandou
H3007;540;598;23:00;REST;Dormir;Diamandou
H3102;540;598;05:30;WANDER;aller travailler;Diamandou
H4103;540;598;07:00;WANDER;aller à Diamandou;Diamandou
H1001;51;0;00:00;REST;Dormir;Diery Diouga
H1001;51;0;06:00;STILL;priére;Diery Diouga
H1001;51;0;18:00;WANDER;retour chez lui et repos;Diery Diouga
H1004;51;0;08:00;FEED;Petit déj;Diery Diouga
H1004;51;0;08:15;STILL;Prière;Diery Diouga
H1004;51;0;18:00;REST;repos;Diery Diouga
H1004;51;0;20:00;WANDER;rendre visite à ses amis;Diery Diouga
H1004;51;0;23:00;REST;Dormir;Diery Diouga
H1101;51;0;00:00;REST;dormir;Diery Diouga
H1101;51;0;06:00;STILL;priére;Diery Diouga
H1101;51;0;07:00;FEED;petit dejeuner;Diery Diouga
H1101;51;0;08:00;WANDER;preparatif pour aller travailler;Diery Diouga
H1101;51;0;21:00;REST;repos;Diery Diouga
H1101;51;0;22:00;WANDER;laver+ diner;Diery Diouga
H1101;51;0;23:30;STILL;palabrer;Diery Diouga
H1104;51;0;00:00;REST;dormir;Diery Diouga
H1104;51;0;09:00;STILL;priére;Diery Diouga
H1104;51;0;09:15;FEED;petit dejeuner;Diery Diouga
H1104;51;0;14:00;REST;repos;Diery Diouga
H1104;51;0;21:00;FEED;diner;Diery Diouga
H1104;51;0;22:00;WANDER;faire le thé;Diery Diouga
H1115;51;0;00:00;REST;dormir;Diery Diouga
H1115;51;0;07:00;STILL;priére;Diery Diouga
H1115;51;0;07:15;FEED;petit dej;Diery Diouga
H1115;51;0;08:00;WANDER;preparatif;Diery Diouga
H1115;51;0;20:00;WANDER;faire le thé;Diery Diouga
H2601;51;0;00:00;REST;Dormir;Diery Diouga
H2601;51;0;07:00;WANDER;Prière;Diery Diouga
H2601;51;0;07:15;FEED;Petit déj;Diery Diouga
H2601;51;0;18:00;REST;Repos;Diery Diouga
H2601;51;0;20:00;REST;Regarder télé;Diery Diouga
H3502;-14.429612206563627;16.48832106927736;20:30;WANDER;visite parents;dodel
H3105;-14.442207987188542;16.494337820011594;19:00;WANDER;aller animer;dodel/hors dodel
H0103;-14.430813521279871;16.48553202284814;09:00;WANDER;Nourrir les animaux;Enclos
H39504;-14.429035531600038;16.48951314596054;13:00;WANDER;nourrir les animaux;enclos
H39504;-14.429035531600038;16.48951314596054;17:00;WANDER;nourrir les animaux;enclos
H5105;-14.432488545787585;16.48714866650388;06:30;WANDER;aller au forage;forage
H5105;-14.432488545787585;16.48714866650388;15:00;WANDER;aller au forage;forage
H0407;-14.430951106415838;16.488962387019217;09:00;STILL;Aller à l'école coranique;Gallé Baba
H1304;-14.430951106415838;16.488962387019217;16:00;STILL;aller à l'école coranique;Gallé Baba
H4524;-14.43094395162162;16.48898178428245;07:40;STILL;aller à l'école coranique;Gallé Baba
H4524;-14.43094395162162;16.48898178428245;16:00;REST;Aller à l'école coranique;Gallé Baba
H4525;-14.43094395162162;16.48898178428245;07:40;STILL;aller à l'école coranique;Gallé Baba
H4525;-14.43094395162162;16.48898178428245;16:00;REST;Aller à l'école coranique;Gallé Baba
H4526;-14.43094395162162;16.48898178428245;07:40;STILL;aller à l'école coranique;Gallé Baba
H4526;-14.43094395162162;16.48898178428245;16:00;REST;Aller à l'école coranique;Gallé Baba
H4603;-14.43094395162162;16.48898178428245;06:30;STILL;Ecole coranique;Gallé Baba
H4603;-14.43094395162162;16.48898178428245;16:00;STILL;Ecole coranique;Gallé Baba
H4807;-14.430951106415838;16.488962387019217;09:00;STILL;aller à l'école coranique;Gallé Baba
H4808;-14.430951106415838;16.488962387019217;09:00;STILL;cour coranique;Gallé Baba
H4810;-14.430951106415838;16.488962387019217;06:00;STILL;école coranique;gallé baba
H4811;-14.430951106415838;16.488962387019217;06:00;STILL;école coranique;gallé baba
H4812;-14.430951106415838;16.488962387019217;06:00;STILL;école coranique;gallé baba
H4814;-14.430951106415838;16.488962387019217;09:00;STILL;aller à l'école coranique;Gallé Baba
H4906;-14.430951106415838;16.488962387019217;08:00;STILL;aller à l'école coranique;Gallé Baba
H4906;-14.430951106415838;16.488962387019217;16:00;STILL;aller à l'école coranique;Gallé Baba
H5209;-14.430951106415838;16.488962387019217;09:00;STILL;école coranique;gallé baba
H5209;-14.430951106415838;16.488962387019217;15:00;STILL;école coranique;gallé baba
H5210;-14.430951106415838;16.488962387019217;09:00;STILL;école coranique;gallé baba
H5210;-14.430951106415838;16.488962387019217;15:00;STILL;école coranique;gallé baba
H5306;-14.430951106415838;16.488962387019217;06:00;STILL;aller à l'école coranique;Gallé Baba
H5306;-14.430951106415838;16.488962387019217;16:00;STILL;aller à l'école coranique;Gallé Baba
H5308;-14.430951106415838;16.488962387019217;06:00;STILL;Ecole coranique;Gallé Baba
H5308;-14.430951106415838;16.488962387019217;16:00;STILL;Ecole coranique;Gallé Baba
H5309;-14.430951106415838;16.488962387019217;06:00;STILL;aller à l'école coranique;Gallé Baba
H5309;-14.430951106415838;16.488962387019217;16:00;STILL;aller à l'école coranique;Gallé Baba
H5402;-14.430951106415838;16.488962387019217;09:00;STILL;aller à l'école coranique;Gallé Baba
H5402;-14.430951106415838;16.488962387019217;15:00;STILL;aller à l'école coranique;Gallé Baba
H5403;-14.430951106415838;16.488962387019217;09:00;STILL;aller à l'école coranique;Gallé Baba
H5403;-14.430951106415838;16.488962387019217;15:00;STILL;aller à l'école coranique;Gallé Baba
H5404;-14.430951106415838;16.488962387019217;09:00;STILL;aller à l'école coranique;Gallé Baba
H5404;-14.430951106415838;16.488962387019217;15:00;STILL;aller à l'école coranique;Gallé Baba
H5405;-14.430951106415838;16.488962387019217;09:00;STILL;aller à l'école coranique;Gallé Baba
H5405;-14.430951106415838;16.488962387019217;15:00;STILL;aller à l'école coranique;Gallé Baba
H5406;-14.430951106415838;16.488962387019217;09:00;STILL;aller à l'école coranique;Gallé Baba
H5406;-14.430951106415838;16.488962387019217;15:00;STILL;aller à l'école coranique;Gallé Baba
H5509;-14.430951106415838;16.488962387019217;08:00;STILL;école coranique;gallé baba
H5509;-14.430951106415838;16.488962387019217;14:00;STILL;école coranique;gallé baba
H5509;-14.430951106415838;16.488962387019217;22:00;STILL;école coranique;gallé baba
H5704;-14.430951106415838;16.488962387019217;06:00;STILL;Ecole coranique;Gallé Baba
H5704;-14.430951106415838;16.488962387019217;16:00;STILL;Ecole coranique;Gallé Baba
H5806;-14.430951106415838;16.488962387019217;06:30;STILL;aller à l'école coranique;Gallé Baba
H5806;-14.430951106415838;16.488962387019217;16:00;STILL;aller à l'école coranique;Gallé Baba
H6121;-14.430951106415838;16.488962387019217;09:00;STILL;aller à l'école coranique;Gallé Baba
H6122;-14.430951106415838;16.488962387019217;09:00;STILL;aller à l'école coranique;Gallé Baba
H6123;-14.430951106415838;16.488962387019217;09:00;STILL;aller à l'école coranique;Gallé Baba
H6302;-14.430951106415838;16.488962387019217;06:00;STILL;aller à l'école coranique;Gallé Baba
H6302;-14.430951106415838;16.488962387019217;16:00;STILL;Ecole coranique;Gallé Baba
H3106;-14.433175509517968;16.48673244073597;09:00;WANDER;aller au garage;garage
H3106;-14.433175509517968;16.48673244073597;19:00;WANDER;aller au garage;garage
H4204;-14.433175509517968;16.48673244073597;17:00;WANDER;aller au garage;garage
H4205;-14.433243289077692;16.486854409938996;14:00;WANDER;amener du repas;garage
H4207;-14.433175509517968;16.48673244073597;17:00;WANDER;aller au garage;garage
H6105;-14.433243289077692;16.486854409938996;19:00;WANDER;Promenade;garage
H4714;-14.430840740128609;16.48741251784081;10:00;WANDER;aller se soigner;hopital
H4714;-14.430840740128609;16.48741251784081;17:00;WANDER;aller se soigner;hopital
H1602;-14.442783270462348;16.49367168261094;20:00;WANDER;aller voir ses amis;hors Village
H0103;-14.431240169320423;16.48536811786454;07:00;WANDER;arroser le jardin;jardin
H4504;-14.430523343912805;16.487950235544062;10:05;WANDER;Aller dans le jardin;jardin
H2803;-14.433917524641126;16.485917802323844;10:15;WANDER;aller au magasin;magagin
H4102;-14.429120864009812;16.487741191213512;09:00;WANDER;aller au magasin;magagin
H5703;-14.431880434682242;16.488296020055984;10:00;WANDER;Aller au magasin;magagin
H3302;-14.43382435447143;16.487043623621705;17:00;WANDER;aller au magasin;magagin (367)
H5104;-14.433022476461305;16.488183622442477;09:30;WANDER;aller au magasin;magagin 276
H0404;-14.429426350679094;16.48604551292027;11:00;WANDER;aller au magasin;magagin 286
H0103;-14.430975090038723;16.485866120596842;11:00;WANDER;magasin;magasin
H0107;-14.430975090038723;16.485866120596842;09:15;WANDER;entrer dans le magasin;magasin
H0109;-14.430975090038723;16.485866120596842;10:00;WANDER;magasin;magasin
H0402;-14.429426350679094;16.48604551292027;11:00;WANDER;magasin;magasin
H0405;-14.429426350679094;16.48604551292027;11:00;WANDER;magasin;magasin
H3107;-14.433712430953555;16.486599176541628;11:00;WANDER;magasin;magasin
H4109;-14.429120864009812;16.487741191213512;12:00;WANDER;magasin;magasin
H4202;-14.429682602774331;16.48813438098806;10:00;WANDER;entrer dans le magasin;magasin
H4202;-14.429682602774331;16.48813438098806;18:00;WANDER;entrer dans le magasin;magasin
H4209;-14.429682602774331;16.48813438098806;10:00;WANDER;entrer dans le magasin;magasin
H4209;-14.429682602774331;16.48813438098806;18:00;WANDER;entrer dans le magasin;magasin
H4515;-14.430464480341572;16.48817620761698;10:00;WANDER;entrer dans le magasin;magasin
H5001;-14.432946911504212;16.4876369155045;10:30;WANDER;magasin;magasin
H5202;-14.433452575924823;16.488228097539338;11:00;WANDER;magasin;magasin
H5312;-14.433000607051165;16.488360671026726;17:00;WANDER;Aller dans le Magasin;Magasin
H5602;-14.431035854390604;16.489058669214632;10:00;WANDER;aller dans le magasin;magasin
H5605;-14.431035854390604;16.489058669214632;18:00;WANDER;passage au magasin;magasin
H5606;-14.431035854390604;16.489058669214632;20:00;WANDER;entrer dans le magasin;magasin
H5903;-14.431579229996828;16.489377026051766;08:00;WANDER;Aller dans le magasin;Magasin
H6103;-14.431658409928747;16.487822458475836;11:00;WANDER;aller dans le magasin;magasin
H6113;-14.431522272752634;16.487220578775055;10:30;WANDER;magasin;magasin
H6402;-14.433591881943823;16.489192130237665;10:00;WANDER;Aller dans le magasin;Magasin
H6507;-14.434047517630189;16.48860817534969;13:00;WANDER;entrer dans le magasin;magasin
H13804;-14.424620226722185;16.48708307960974;10:30;WANDER;magasin;magasin
H5303;-14.432846862986151;16.488712590872623;09:30;WANDER;Aller sur le magasin;Magasin (142)
H5310;-14.432846862986151;16.488712590872623;08:00;WANDER;Aller dans le magasin;Magasin (142)
H6304;-14.432861044164447;16.489004318924906;10:30;WANDER;Entrer dans le grenier;Magasin (157)
H6401;-14.43358308564614;16.489197720698797;10:30;WANDER;Aller dans le magasin;Magasin (161)
H5705;-14.431880434682242;16.488296020055984;10:00;WANDER;Entre dans le magasin;magasin (187)
H5706;-14.431880434682242;16.488296020055984;10:00;WANDER;Entre dans le magasin;magasin (187)
H4504;-14.430464480341572;16.48817620761698;09:30;WANDER;aller au magasin;magasin (215)
H4505;-14.430464480341572;16.48817620761698;09:30;WANDER;aller au magasin;magasin (215)
H41302;-14.429265951624798;16.488760208706534;10:00;WANDER;aller au magasin;magasin (242)
H2102;-14.429291384724046;16.487383160727273;10:00;WANDER;aller dans le magasin;magasin (248)
H2002;-14.429593492062486;16.48708388937419;10:00;WANDER;aller dans le magasin;magasin (254)
H5004;-14.432946911504212;16.4876369155045;10:05;WANDER;entre dans le magasin;magasin (265)
H0903;-14.431191867113702;16.48477193593913;09:00;WANDER;magasin;magasin (314)
H0702;-14.430646037586959;16.484976406433606;10:30;WANDER;magasin;magasin (319)
H0703;-14.430646037586959;16.484976406433606;10:30;WANDER;magasin;magasin (319)
H2806;-14.433917524641126;16.485917802323844;10:20;WANDER;magasin;magasin (338)
H3108;-14.433849894162426;16.486532306275603;11:00;WANDER;magasin;magasin (382)
H3004;-14.433523056058187;16.486056858561547;10:30;WANDER;aller au magasin;magasin (391)
H3405;-14.432291893677142;16.486728607834387;09:30;WANDER;magasin;magasin (409)
H7003;-14.42927394876797;16.488291413863422;09:00;STILL;Priére;magasin (43)
H7003;-14.42927394876797;16.488291413863422;09:15;FEED;dejeuner;magasin (43)
H5311;-14.433000607051165;16.488360671026726;12:00;WANDER;Aller dans le Magasin;Magasin (437')
H29503;-14.432446604038676;16.482371702335705;10:30;WANDER;aller au magasin;magasin (452)
H4707;-14.431566438861644;16.48843650704793;09:30;WANDER;aller au magasin;magasin 198
H7715;-14.42960001166055;16.48867387391508;10:00;WANDER;présence de magasin;magasin 236
H4902;-14.43246096221005;16.48762839606861;10:00;WANDER;magasin;magasin 273
H1302;-14.431414262119187;16.485210707987815;11:00;WANDER;magasin;magasin 322
H7401;-14.431551037720007;16.48686356430817;17:00;WANDER;Magasin;magasion (257) 
H1007;-14.431512471649588;16.48593640462307;14:00;REST;repos;maison
H1109;-14.432447583191367;16.484830701743498;17:30;WANDER;sport;maison
H1110;-14.433281079611758;16.48410155070761;22:00;REST;repos;maison
H1503;-14.431877545959207;16.48133511604014;13:00;REST;repos;maison
H1503;-14.431877545959207;16.48133511604014;21:00;WANDER;faire le thé;maison
H2901;-14.433175223306298;16.486014250129944;01:00;WANDER;connexion;maison
H3002;-14.435625907926939;16.49258047503602;20:00;REST;Repos;maison
H3003;-14.433429178744007;16.486258755761526;05:00;STILL;priére+ wird;maison
H3104;-14.433606483698979;16.486513659750823;13:00;REST;repos;maison
H3112;-14.433606483697796;16.48655288174554;12:00;REST;repos;maison
H3401;-14.432565478992757;16.486589723495968;14:00;FEED;dejeuner;maison
H3401;-14.432565478992757;16.486589723495968;21:00;WANDER;repos+ promenade;maison
H3402;-14.432545362425433;16.486603869127578;14:00;FEED;dejeuner;maison
H3402;-14.432545362425433;16.486603869127578;21:00;WANDER;repos+ promenade;maison
H3404;-14.43254804463441;16.486616085808613;14:00;FEED;dejeuner;maison
H3502;-14.433486147223988;16.486230938493975;19:00;WANDER;repos+ se doucher+ priére;maison
H3505;-14.434079585956317;16.481991695479948;05:00;WANDER;priére+ préparatif;maison
H3505;-14.434079585956317;16.481991695479948;22:30;WANDER;retourner chez lui;maison
H6106;-14.431620722667352;16.487772423072478;13:00;REST;repos;maison
H6703;-14.433758923511256;16.48297428993973;22:00;REST;repos;maison
H7102;-14.437825941554612;16.48930610069674;22:00;STILL;palabrer;maison
H7109;-14.434060867045233;16.48198884075417;23:00;REST;repos;maison
H8102;-14.411418280232253;16.456822477123342;21:00;REST;repos;maison
H13801;-14.42474897275007;16.487079221719856;20:00;FEED;diner;maison
H39504;-14.429192440822279;16.4893524025017;19:00;REST;repos;maison
H2901;-14.433175223306298;16.486014250129944;10:00;STILL;priére;maison 
H3002;-14.435625907926939;16.49258047503602;05:30;STILL;Prière;maison 
H7109;-14.434060867045233;16.48198884075417;06:00;STILL;priére;maison 
H5310;-14.424583258669532;16.487547545156012;07:00;WANDER;Tâche ménagère;Maison (139)
H6401;-14.422952888115937;16.488406372085972;08:00;WANDER;Tâche ménagère;Maison (158)
H1513;-14.427807630738991;16.48687274029684;06:00;STILL;priére;maison (207)
H1513;-14.427807630738991;16.48687274029684;07:00;FEED;petit dejeuner;maison (207)
H3201;-14.427764632549959;16.486896234583472;22:00;STILL;priére;maison (207)
H3201;-14.427764632549959;16.486896234583472;22:15;FEED;diner;maison (207)
H1404;-14.432284681291508;16.483534072807487;22:00;STILL;palabrer;maison (289)
H1508;-14.43088436663811;16.49190437777648;08:00;STILL;priére;maison (337)
H1508;-14.43088436663811;16.49190437777648;08:15;FEED;priére+ petit dej;maison (337)
H1508;-14.43088436663811;16.49190437777648;21:00;STILL;palabrer;maison (337)
H1509;-14.43088436663811;16.49190437777648;08:00;STILL;priére;maison (337)
H1509;-14.43088436663811;16.49190437777648;08:15;FEED;priére+ petit dej;maison (337)
H1509;-14.43088436663811;16.49190437777648;21:00;STILL;palabrer;maison (337)
H3203;-14.430843808484516;16.492603261110833;18:00;REST;repos;maison (408)
H5004;-14.432507002248116;16.48784009638962;15:00;STILL;Palabrer;maison (49)
H1604;-14.424145330498533;16.4882566013222;21:00;STILL;palabrer;maison (Est)
H1507;-14.459337868019984;16.49479820291165;19:00;REST;repos;maison (thialga)
H1507;-14.459337868019984;16.49479820291165;05:00;WANDER;priére+ préparatif;maison (thialga) 
H1503;-14.431877545959207;16.48133511604014;08:00;WANDER;préparati;maison 100
H7002;-14.4324650569247;16.48482666180188;06:00;WANDER;Priére+ préparatif;maison 11
H2903;-14.43266426249625;16.4851777245904;09:00;STILL;priére;maison 14
H3202;-14.432628148006216;16.485163389748582;05:30;STILL;priére;maison 14
H3202;-14.432628148006216;16.485163389748582;07:00;FEED;petit dej;maison 14
H3202;-14.432628148006216;16.485163389748582;18:00;REST;repos;maison 14
H3204;-14.4326475940213;16.485198111098327;08:00;WANDER;priére+ préparatif;maison 14
H1002;-14.425898608186657;16.48854176418812;18:30;REST;repos;maison 143
H1003;-14.432237837264445;16.485682158770302;20:00;REST;repos;maison 15
H1411;-14.43220354443623;16.485587139974264;07:00;STILL;priére;maison 15
H1411;-14.43220354443623;16.485587139974264;23:00;REST;repos;maison 15
H2702;-14.432210298712302;16.48557123278062;04:00;STILL;priére + wird;maison 15
H2702;-14.432210298712302;16.48557123278062;14:00;WANDER;faire le thé;maison 15
H2702;-14.432210298712302;16.48557123278062;21:00;REST;repos;maison 15
H6704;-14.432205741773444;16.485589800588198;05:00;WANDER;priére+ préparatif;maison 15
H6704;-14.432205741773444;16.485589800588198;20:00;REST;repos;maison 15
H1105;-14.431572512512746;16.48598550676033;12:00;REST;repos;maison 17
H1105;-14.431454495317775;16.48605494915872;21:00;REST;repos;maison 17
H6707;-14.43149346486035;16.485942680752686;05:00;WANDER;préparatif;maison 17
H3407;-14.426782636439139;16.488018427069544;20:00;REST;repos;maison 199
H1108;-14.426895410609742;16.48762768421484;05:00;STILL;priére;maison 204
H2705;-14.42688074939066;16.487579912735086;04:00;STILL;priére + wird;maison 204
H2705;-14.42688074939066;16.487579912735086;14:00;WANDER;faire le thé;maison 204
H2705;-14.42688074939066;16.487579912735086;21:00;REST;repos;maison 204
H1111;-14.427909285672769;16.486179688225494;21:00;STILL;regarder la télé;maison 205
H1112;-14.427909285672769;16.486179688225494;21:00;STILL;regarder la télé;maison 205
H1113;-14.427909285672769;16.486179688225494;20:00;WANDER;donner à manger au bétail;maison 205
H1113;-14.427909285672769;16.486179688225494;21:00;STILL;regarder la télé;maison 205
H1114;-14.427909285672769;16.486179688225494;05:00;STILL;priére;maison 205
H1114;-14.427909285672769;16.486179688225494;05:30;STILL;regarder la télé;maison 205
H1114;-14.427909285672769;16.486179688225494;20:00;WANDER;donner à manger au bétail;maison 205
H1116;-14.427909285672769;16.486179688225494;21:00;STILL;regarder la télé;maison 205
H1513;-14.427807630738991;16.48687274029684;20:00;WANDER;donner à manger mouton;maison 207
H3201;-14.427764632549959;16.486896234583472;06:00;STILL;priére;maison 207
H2701;-14.431212516942571;16.48682891064617;07:30;WANDER;préparatif;maison 24
H2701;-14.431212516942571;16.48682891064617;14:00;REST;repos;maison 24
H2701;-14.431212516942571;16.48682891064617;20:00;REST;repos;maison 24
H2804;-14.433497758932965;16.48546192505663;19:30;STILL;regarder la télé;maison 27
H1110;-14.433281079611758;16.48410155070761;06:45;STILL;priére;maison 279
H1405;-14.432284681291508;16.483534072807487;07:00;STILL;priére;maison 289
H2704;-14.430140974401757;16.485966026232916;04:00;STILL;priére + wird;maison 3
H2704;-14.430140974401757;16.485966026232916;14:00;WANDER;faire le thé;maison 3
H2704;-14.430140974401757;16.485966026232916;21:00;REST;repos;maison 3
H3502;-14.433486147223988;16.486230938493975;05:00;WANDER;priére;maison 30
H3502;-14.433486147223988;16.486230938493975;06:00;FEED;petit dej;maison 30
H3101;-14.433623638844772;16.48655067039793;08:00;STILL;priére;maison 31
H3101;-14.433623638844772;16.48655067039793;08:15;FEED;petit dej;maison 31
H6702;-14.433756615755934;16.482986154080358;09:30;WANDER;préparatif;maison 329
H6702;-14.433756615755934;16.482986154080358;22:00;REST;repos;maison 329
H6703;-14.433758923511256;16.48297428993973;07:00;WANDER;preparatif;maison 329
H3401;-14.432565478992757;16.486589723495968;05:00;STILL;priére;maison 34
H3401;-14.432565478992757;16.486589723495968;15:00;REST;repos+ thé;maison 34
H3402;-14.432545362425433;16.486603869127578;05:00;STILL;priére;maison 34
H3402;-14.432545362425433;16.486603869127578;15:00;REST;repos+ thé;maison 34
H3406;-14.432565478992757;16.48661351387583;07:30;WANDER;préparatif;maison 34
H3406;-14.432565478992757;16.48661351387583;20:00;REST;repos;maison 34
H1106;-14.432591751923864;16.489806087625745;07:00;STILL;priére;maison 340
H1106;-14.432591751923864;16.489806087625745;07:15;FEED;priére+ petit dej;maison 340
H1106;-14.432591751923864;16.489806087625745;14:00;REST;repos;maison 340
H1106;-14.432591751923864;16.489806087625745;21:00;REST;repos;maison 340'
H7102;-14.437825941554612;16.48930610069674;08:00;STILL;priére;maison 352
H7102;-14.437788837163026;16.489286258414484;14:00;FEED;déjeuner;maison 352
H7102;-14.437788837163026;16.489286258414484;15:00;REST;repos;maison 352
H1006;-14.4285333337142;16.486572519649965;08:00;STILL;priére;maison 374
H1006;-14.4285333337142;16.486572519649965;18:30;WANDER;visiter ses amis;maison 374
H7101;-14.428519668390846;16.4865788247823;06:00;STILL;Prière;maison 374
H7101;-14.428519668390846;16.4865788247823;13:00;REST;Repos;maison 374
H7101;-14.428519668390846;16.4865788247823;22:30;REST;Repos;maison 374
H5602;-14.429244887432207;16.489352528587144;06:00;WANDER;aider maman;maison 395
H41303;-14.429219193023446;16.489389191407216;10:00;WANDER;aller travailler;maison 395
H41303;-14.429219193023446;16.489389191407216;16:30;WANDER;aller travailler;maison 395
H41304;-14.429213447053288;16.489353039496496;07:00;WANDER;tache ménagére (395);maison 395
H41304;-14.429213447053288;16.489353039496496;14:30;WANDER;tache ménagére;maison 395
H41304;-14.429213447053288;16.489353039496496;17:00;REST;repos et palabrer;maison 395
H41306;-14.429233795560416;16.4893446988753;13:00;WANDER;aider maman;maison 395
H3501;-14.429276420235166;16.48788404450939;07:00;STILL;priére;maison 41
H3501;-14.429276420235166;16.48788404450939;18:00;WANDER;tache ménagére;maison 41
H3501;-14.429276420235166;16.48788404450939;21:00;FEED;diné+ repos;maison 41
H7104;-14.429309543132906;16.48781118912727;07:00;STILL;priére;maison 41
H7104;-14.429309543132906;16.48781118912727;07:30;FEED;petit dej;maison 41
H7104;-14.429309543132906;16.48781118912727;22:00;REST;repos;maison 41
H7003;-14.429183979440918;16.48819927813294;21:00;REST;repos;maison 43
H7106;-14.429188570510526;16.48821961195582;20:00;REST;repos;maison 43
H1005;-14.43485924269641;16.490702086708886;18:00;REST;repos;maison 432
H3004;-14.43485343170919;16.490695297173364;07:00;WANDER;priére+ préparatif;maison 432
H3004;-14.43485343170919;16.490695297173364;18:00;WANDER;rentrer chez lui;maison 432
H3004;-14.43485343170919;16.490695297173364;18:30;REST;repos;maison 432
H3004;-14.43485343170919;16.490695297173364;21:00;REST;repos;maison 432
H6701;-14.430272936289006;16.488020385422796;05:00;STILL;priére;maison 45
H6706;-14.430815582839974;16.488286346017766;19:30;REST;repos;maison 46
H3504;-14.431433586800873;16.488262115789112;18:00;REST;repos;maison 47
H3503;-14.433083145327165;16.488102657250792;05:00;STILL;priére;maison 51
H3503;-14.433083145327165;16.488102657250792;18:00;REST;repos;maison 51
