identifiant personne;X;Y;Début;DESIRE;Nature activité;Lieu;lieu3
6106;-14.43165559;16.48784192;07:00;WANDER;priére+ préparatifs école; chambre;
6106;-14.43159753;16.48778354;07:20;FEED;petit dejeuner; cour;
6106;-14.42984731;16.48415223;07:45;WANDER;partir à l'école ; école élémetaire;
6106;-14.43162072;16.48777242;13:00;REST;repos ; maison;
6106;-14.43169924;16.48785026;13:10;WANDER;tache ménagére; cuisine;
6106;-14.43169924;16.48785026;13:30;WANDER;aider à préparer le dej; cuisine;
6106;-14.43158954;16.48732571;14:00;FEED;déjeuner ; cour;
6106;-14.43159753;16.48778354;15:00;REST;Repos ; cour;
6106;-14.43165559;16.48784192;17:00;STILL;reviser; chambre;
6106;-14.43169924;16.48785026;19:00;WANDER;préparer le diner; cuisine;
6106;-14.43158954;16.48732571;21:00;FEED;diner ; cour;
6106;-14.43165559;16.48784192;21:30;REST;dormir ; TC; chambre
6107;-14.43156266;16.48721508;00:00;REST;dormir ; TC; chambre
6107;-14.43152292;16.48447912;05:00;STILL;priere+ wird; mosquée;
6107;-14.43151582;16.48728094;06:00;WANDER;préparatif pour vente du pain; cour;
6107;-14.43156266;16.48721508;06:30;WANDER;reveiller les enfants; chambre;
6107;-14.43155138;16.48726766;07:00;FEED;petit dejeuner; cour;
6107;-14.43156266;16.48721508;07:30;REST;Dormir ; chambre;
6107;-14.43155138;16.48726766;12:00;REST;Repos ; cour;
6107;-14.43155138;16.48726766;15:00;WANDER;faire le thé; cour;
6107;-14.43155138;16.48726766;17:00;REST;Repos ; cour;
6107;-14.43155138;16.48726766;19:00;STILL;palabrer; cour;
6107;-14.43155138;16.48726766;22:00;STILL;écouter la radio; cour;
6108;-14.43156266;16.48721508;00:00;REST;dormir ; TC; chambre
6108;-14.43160699;16.48734788;05:00;STILL;priére+ wird; cour;
6108;-14.43160699;16.48734788;07:00;FEED;petit dejeuner; cour;
6108;-14.43259659;16.48630425;09:00;WANDER;aller au marché; marché;
6108;-14.43160699;16.48734788;13:00;REST;repos; cour;
6108;-14.43160699;16.48734788;14:00;WANDER;faire le thé; cour;
6108;-14.43160699;16.48734788;20:00;STILL;palabrer; cour;
6112;-14.43159251;16.48734233;07:00;WANDER;priére+ tache ménagére; cour ;
6112;-14.43159251;16.48734233;09:00;FEED;petit dejeuner; cour;
6112;-14.43290854;16.48590839;10:00;WANDER;aller au travail; marché;
6112;-14.43159251;16.48734233;12:00;REST;repos; cour;
6112;-14.43159251;16.48734233;14:00;FEED;Déjeuner ; cour;
6112;-14.43157748;16.48721492;15:00;REST;Dormir ; chambre;
6112;-14.43159251;16.48734233;17:00;STILL;connecter; cour;
6112;-14.43159251;16.48734233;19:00;STILL;palabrer; cour;
6112;-14.43159251;16.48734233;21:00;WANDER;promenade; cour;
6112;-14.43157748;16.48721492;23:00;REST;dormir ; TC; chambre
6113;-14.43163566;16.4872897;08:00;WANDER;priére+ tache ménagére; cour ;
6113;-14.43163566;16.4872897;10:00;FEED;petit dejeuner; cour;
6113;-14.43152227;16.48722058;10:30;WANDER;magasin; magasin;
6113;-14.43162521;16.4875392;11:00;WANDER;Tache ménagère ; cuisine;
6113;-14.43166483;16.48734235;15:00;REST;repos; chambre;
6113;-14.43163566;16.4872897;19:00;STILL;palabrer; cour;
6113;-14.43166483;16.48734235;23:00;REST;dormir ; TC; chambre
6116;-14.4317437;16.48744207;00:00;REST;dormir ; TC; chambre
6116;-14.43154857;16.48727872;07:00;FEED;petit dejeuner; cour;
6116;-14.43154857;16.48727872;07:00;STILL;priére ; cour;
6116;-14.43325809;16.48675591;08:30;WANDER;aller au travail; chauffeur;
6116;-14.43154857;16.48727872;19:00;WANDER;repos  ; cour;
6116;-14.43154857;16.48727872;23:00;STILL;palabrer; cour;
6119;-14.4314198;16.48750582;06:00;STILL;priére; cour;
6119;-14.43175256;16.4874698;06:10;REST;dormir; chambre;
6119;-14.43086684;16.48601825;06:30;WANDER;aller vendre du pain; village;
6119;-14.4314198;16.48750582;08:00;FEED;petit dejeuner; cour;
6119;-14.42680143;16.49799766;08:30;WANDER;aller au champ ; Champ;
6119;-14.4314198;16.48750582;17:00;WANDER;repos; cour;
6119;-14.4314198;16.48750582;19:00;STILL;regarder la télé; cour ;
6119;-14.43175256;16.4874698;21:00;REST;dormir ; TC; chambre
6120;-14.4317437;16.48744207;05:00;STILL;priére; chambre ;
6120;-14.4317437;16.48744207;05:30;REST;dormir ; TC; chambre
6120;-14.43152546;16.48727315;11:00;FEED;petit dejeuner; cour;
6120;-14.4317437;16.48744207;11:30;STILL;connecter; chambre;
6120;-14.43152546;16.48727315;14:00;FEED;déjeuner ; Cour;
6120;-14.4317437;16.48744207;15:00;STILL;palabrer; chambre ;
6120;-14.4340578;16.48531049;17:00;WANDER;entrainement foot; terrain;
6120;-14.43152546;16.48727315;19:00;REST;repos; cour;
6120;-14.43053144;16.48720154;21:00;WANDER;aller au travail; boulangerie;
6121;-14.431575;16.48730908;07:00;WANDER;priére+ salutation; cour;
6121;-14.43053144;16.48720154;07:10;STILL;Acheter du pain ; Boulangerie;
6121;-14.431575;16.48730908;08:00;WANDER;Tâche ménagère; cour;
6121;-14.431575;16.48730908;08:30;FEED;petit dejeuner; cour;
6121;-14.43095111;16.48896239;09:00;WANDER;Aller à l'école coranique ; Gallé Baba;
6121;-14.431575;16.48730908;12:00;WANDER;aller jouer ; cour;
6121;-14.43168528;16.48737559;15:00;REST;Dormir ; chambre;
6121;-14.431575;16.48730908;17:00;REST;repos + regarder télé; cour;
6121;-14.431575;16.48730908;20:00;STILL;palabrer; cour;
6121;-14.43168528;16.48737559;23:00;REST;dormir ; TC; chambre
6122;-14.43141091;16.48747532;07:00;WANDER;priére+ salutation; cour;
6122;-14.43053144;16.48720154;07:10;STILL;Acheter du pain ; Boulangerie;
6122;-14.43141091;16.48747532;08:00;WANDER;Tâche ménagère; cour;
6122;-14.43141091;16.48747532;08:30;FEED;petit dejeuner; cour;
6122;-14.43095111;16.48896239;09:00;WANDER;Aller à l'école coranique ; Gallé Baba;
6122;-14.43141091;16.48747532;12:00;WANDER;aller jouer ; cour;
6122;-14.43175256;16.4874698;15:00;REST;Dormir ; chambre;
6122;-14.43141091;16.48747532;17:00;REST;repos + regarder télé; cour;
6122;-14.43141091;16.48747532;20:00;STILL;palabrer; cour;
6122;-14.43175256;16.4874698;23:00;REST;dormir ; TC; chambre
6123;-14.43141986;16.48753913;07:00;WANDER;priére+ salutation; cour;
6123;-14.43053144;16.48720154;07:10;STILL;Acheter du pain ; Boulangerie;
6123;-14.43141986;16.48753913;08:00;WANDER;Tâche ménagère; cour;
6123;-14.43141986;16.48753913;08:30;FEED;petit dejeuner; cour;
6123;-14.43095111;16.48896239;09:00;WANDER;Aller à l'école coranique ; Gallé Baba;
6123;-14.43141986;16.48753913;12:00;WANDER;aller jouer ; cour;
6123;-14.43175256;16.4874698;15:00;REST;Dormir ; chambre;
6123;-14.43141986;16.48753913;17:00;REST;repos + regarder télé; cour;
6123;-14.43141986;16.48753913;20:00;STILL;palabrer; cour;
6123;-14.43175256;16.4874698;23:00;REST;dormir ; TC; chambre
6201;-14.43226924;16.48940475;00:00;REST;Dormir ; TC; chambre (170)
6201;-14.43226924;16.48940475;05:00;STILL;Priére+ wird; chambre;
6201;-14.43226924;16.48940475;07:00;REST;Dormir ; chambre (170);
6201;-14.4322806;16.48933526;08:00;WANDER;Reste dans la cour; cour;
6201;-14.4322806;16.48933526;14:00;FEED;déjeuner ; cour;
6201;-14.43226924;16.48940475;15:00;REST;dormir ; chambre / cour;
6201;-14.4322806;16.48933526;16:00;WANDER;reste dans la cour; cour ;
6201;-14.4322806;16.48933526;21:00;STILL;Palabrer ; cour;
6202;-14.4323765;16.48939087;00:00;REST;Dormir ; TC; chambre (171)
6202;-14.4321816;16.4892742;09:00;WANDER;Préparer petit déjeuner ; cuisine;
6202;-14.4322719;16.48934082;10:00;WANDER;Tache ménagére; cour ;
6202;-14.43264442;16.48630578;11:00;WANDER;aller au marché ; marché;
6202;-14.4321816;16.4892742;11:15;WANDER;Préparer déjeuner+ coudre; cuisine+ chambre ;
6202;-14.4322719;16.48934082;14:00;FEED;déjeuner ; Cour;
6202;-14.4323765;16.48939087;15:00;WANDER;coudre ; chambre (171);
6202;-14.4323765;16.48939087;17:00;WANDER;coudre ; chambre (171);
6202;-14.4322719;16.48934082;20:00;STILL;palabrer; cour ;
6203;-14.43230095;16.48934081;07:00;WANDER;Priére + tâche ménagére; cour  ;
6203;-14.43253701;16.48607996;10:00;WANDER;aller au marché ; marché;
6203;-14.4321816;16.4892742;10:30;WANDER;Préparer le déjeuner ; Cuisine (172);
6203;-14.43230095;16.48934081;14:00;FEED;déjeuner ; cour;
6203;-14.43236498;16.48941868;15:00;REST;Dormir ; chambre;
6203;-14.4321816;16.4892742;18:00;WANDER;Préparer le diner ; cuisine ;
6203;-14.43230095;16.48934081;21:00;STILL;Palabrer; cour ;
6203;-14.43236498;16.48941868;22:00;REST;Dormir ; TC; chambre 
6204;-14.43228959;16.48941031;07:00;WANDER;Préparatif pour l'école; chambre;
6204;-14.4298287;16.48419961;07:40;WANDER;Aller à l'école ; Ecole elementaire;
6204;-14.43228348;16.4893297;12:00;REST;Repos ; cour;
6204;-14.43228348;16.4893297;14:00;FEED;déjeuner ; cour;
6204;-14.43228348;16.4893297;15:00;WANDER;Jouer; cour ;
6204;-14.43141813;16.48957177;19:00;WANDER;Puiser de l'eau ; Village;
6204;-14.43228959;16.48941031;22:00;REST;Dormir ; TC; chambre 
6205;-14.43230119;16.48940474;07:00;WANDER;Préparatif pour l'école; chambre;
6205;-14.4298287;16.48419961;07:40;WANDER;Aller à l'école ; Ecole elementaire;
6205;-14.43229216;16.48932136;12:00;REST;Repos ; cour;
6205;-14.43229216;16.48932136;14:00;FEED;déjeuner ; cour;
6205;-14.43229216;16.48932136;15:00;WANDER;Jouer; cour ;
6205;-14.43141813;16.48957177;19:00;WANDER;Puiser de l'eau ; Village;
6205;-14.43230119;16.48940474;22:00;REST;Dormir ; TC; chambre 
6206;-14.43230119;16.48940474;07:00;WANDER;Préparatif pour l'école; chambre;
6206;-14.4298287;16.48419961;07:40;WANDER;Aller à l'école ; Ecole elementaire;
6206;-14.43224281;16.48934642;12:00;REST;Repos ; cour;
6206;-14.43224281;16.48934642;14:00;FEED;déjeuner ; cour;
6206;-14.43224281;16.48934642;15:00;WANDER;Jouer; cour ;
6206;-14.43141813;16.48957177;19:00;WANDER;Puiser de l'eau ; Village;
6206;-14.43230119;16.48940474;22:00;REST;Dormir ; TC; chambre 
6207;-14.43228378;16.48941031;07:00;WANDER;Préparatif pour l'école; chambre;
6207;-14.4298287;16.48419961;07:40;WANDER;Aller à l'école ; Ecole elementaire;
6207;-14.43229805;16.48934081;12:00;REST;Repos ; cour;
6207;-14.43229805;16.48934081;14:00;FEED;déjeuner ; cour;
6207;-14.43229805;16.48934081;15:00;WANDER;Jouer; cour ;
6207;-14.43141813;16.48957177;19:00;WANDER;Puiser de l'eau ; Village;
6207;-14.43228378;16.48941031;22:00;REST;Dormir ; TC; chambre 
6208;-14.43241365;16.48919632;10:00;WANDER;Jouer au ballon ; à coté de la maison familliale ;
6208;-14.43229219;16.48932692;12:00;REST;Repos ;  cour;
6208;-14.43229219;16.48932692;14:00;FEED;déjeuner ; cour;
6208;-14.43278737;16.48936823;15:00;WANDER;Jouer au ballon ; à coté de la maison familliale ;
6208;-14.43223089;16.4892603;17:00;WANDER;Rester dans la maison 62;;
6208;-14.43226924;16.48940475;23:00;REST;Dormir ; TC; chambre 
6209;-14.43241365;16.48919632;10:00;WANDER;Jouer au ballon ; à coté de la maison familliale ;
6209;-14.43278737;16.48936823;15:00;WANDER;Jouer au ballon ; à coté de la maison familliale ;
6209;-14.43226535;16.48917703;17:00;WANDER;Rester dans la maison 62;;
6209;-14.43236498;16.48941868;23:00;REST;Dormir ; TC; chambre 
6301;-14.43285514;16.48904334;06:00;STILL;Prière + Wird ; Veranda (150);
6301;-14.43277338;16.4889962;10:00;WANDER;Tâche ménagère + Trésse ; Cour (154);
6301;-14.43277338;16.4889962;13:00;FEED;Déjeuner ; cour;
6301;-14.43277338;16.4889962;14:00;REST;Dormir ; cour;
6301;-14.43277338;16.4889962;17:00;STILL;Prière + Wird ; Cour;
6301;-14.43277338;16.4889962;21:00;FEED;Diner ; cour;
6301;-14.43289007;16.48901268;22:00;REST;Dormir ; TC; chambre 
6302;-14.43287538;16.48907679;00:00;REST;Dormir ; TC; chambre 154
6302;-14.43095111;16.48896239;06:00;WANDER;Aller à l'école coranique ; Gallé Baba;
6302;-14.42385763;16.49651915;10:00;WANDER;Aller au champ ; Champ;
6302;-14.43276174;16.48900178;14:00;FEED;Déjeuner ; cour;
6302;-14.43095111;16.48896239;16:00;STILL;Ecole coranique ; Gallé Baba;
6302;-14.43276174;16.48900178;20:00;FEED;Diner ; cour;
6302;-14.43276174;16.48900178;21:00;WANDER;Discuter avec ses amis ; Cour;
6303;-14.43287538;16.48907679;00:00;REST;Dormir ; TC; chambre 154
6303;-14.43289007;16.48901268;06:00;WANDER;Prière + préparatif école ; Chambre maman;
6303;-14.42855089;16.48420707;08:00;WANDER;Aller à l'école française ; Collège;
6303;-14.43275299;16.48901015;13:00;FEED;Déjeuner ; cour;
6303;-14.43275299;16.48901015;14:00;REST;dormir ; cour;
6303;-14.43273536;16.48905755;18:00;WANDER;Préparer le diner ; Cuisine (156);
6303;-14.43288416;16.48904892;21:00;STILL;reviser ; Chambre (152);
6304;-14.43288416;16.48904892;00:00;REST;Dormir ; TC; chambre 152
6304;-14.43277915;16.48900457;06:00;WANDER;Tâche ménagère ; Cour;
6304;-14.43273536;16.48905755;08:00;WANDER;Préparer petit déjeuner ; Cuisine (156);
6304;-14.43252004;16.48606137;10:00;WANDER;Aller au marché ; Marché;
6304;-14.43286104;16.48900432;11:00;WANDER;Entrer dans le grenier ; Magasin (157);
6304;-14.43273536;16.48905755;11:30;WANDER;Préparer le déjeuner ; Cuisine;
6304;-14.43277915;16.48900457;14:00;FEED;Déjeuner ; cour;
6304;-14.43277915;16.48900457;15:00;REST;dormir ; cour;
6304;-14.43140921;16.48958902;17:00;WANDER;Puiser de l'eau ; Village;
6304;-14.43277915;16.48900457;18:00;REST;Repos ; Cour;
6304;-14.43277915;16.48900457;21:00;FEED;Diner ; cour;
6304;-14.43277915;16.48900457;22:00;WANDER;palabrer ; cour;
6305;-14.43285209;16.48907681;01:00;REST;Dormir ; TC; chambre 155
6305;-14.43285209;16.48907681;05:00;WANDER;Prière + révision coranique ; Chambre;
6305;-14.43285209;16.48907681;09:00;REST;dormir ; chambre 155;
6305;-14.4327501;16.48900736;11:00;STILL;Palabrer ; Cour;
6305;-14.4327501;16.48900736;14:00;WANDER;Enseigner ou Réviser ; Cour;
6305;-14.4327501;16.48900736;17:00;STILL;Wird ; Cour;
6305;-14.4327501;16.48900736;20:00;STILL;Apcoran ; Cour;
6305;-14.4327501;16.48900736;22:00;STILL;Palabrer ; Cour;
6401;-14.43363881;16.48924523;00:00;REST;dormir ; TC; chambre
6401;-14.42295289;16.48840637;08:00;WANDER;Tâche ménagère ; Maison (158);
6401;-14.43289846;16.4859378;10:00;WANDER;Aller au marché ; Marché;
6401;-14.43358309;16.48919772;10:30;WANDER;Aller dans le magasin ; Magasin (161);
6401;-14.4337846;16.48902156;10:45;WANDER;préparer dejeuner; cuisine;
6401;-14.43363587;16.48910548;14:00;FEED;déjeuner ; cour;
6401;-14.43363881;16.48924523;15:00;REST;Dormir ; chambre (160);
6401;-14.43363881;16.48924523;18:00;STILL;Regarder la télé ; Chambre;
6401;-14.43363881;16.48924523;21:00;STILL;Regarder la télé ; Chambre;
6402;-14.4336147;16.48908319;07:00;STILL;Prière  ; Cour;
6402;-14.4337846;16.48902156;08:00;WANDER; Préparer petit déjeuner ; cuisine;
6402;-14.43286892;16.48629361;09:00;WANDER;Aller au marché ; Marché;
6402;-14.43359188;16.48919213;10:00;WANDER;Aller dans le magasin ; Magasin;
6402;-14.4337846;16.48902156;10:30;WANDER;Cuisiner le déjeuner ; Cuisine;
6402;-14.4336147;16.48908319;14:00;FEED;déjeuner ; cour;
6402;-14.4336147;16.48908319;15:00;REST;dormir ; cour;
6402;-14.4337846;16.48902156;17:00;WANDER;Préparer le diner ; Cuisine;
6402;-14.4336147;16.48908319;20:00;FEED;diner ; cour;
6402;-14.43358895;16.48923684;21:00;STILL;Regarder la télé ; Chambre;
6402;-14.43363001;16.48928715;23:00;REST;dormir ; TC; chambre 159
6403;-14.43371217;16.48923125;06:00;WANDER;Prière + préparatif école ; Chambre;
6403;-14.43053144;16.48720154;07:00;WANDER;Aller chercher le pain ; Boulangerie;
6403;-14.4298287;16.48419961;07:40;WANDER;Aller à l'école ; Ecole elementaire;
6403;-14.43364754;16.48909709;13:00;Rest;Repos ; cour;
6403;-14.43364754;16.48909709;14:00;FEED;déjeuner ; cour;
6403;-14.43371217;16.48923125;15:00;REST;dormir ; chambre 160;
6403;-14.4337846;16.48902156;19:00;WANDER;Préparer le diner ; Cuisine;
6403;-14.43371217;16.48923125;21:00;STILL;Regarder la télé ; Chambre;
6403;-14.43369749;16.48930953;22:00;REST;dormir ; TC; chambre 166
6404;-14.43369749;16.48930953;00:00;REST;dormir ; TC; chambre 162
6404;-14.43369749;16.48930953;06:30;STILL;Prière du matin ; Chambre;
6404;-14.43369749;16.48930953;07:00;REST;dormir ; chambre 162;
6404;-14.43369749;16.48930953;09:00;WANDER;Balayer la chambre ; chambre;
6404;-14.42295289;16.48840637;10:00;WANDER;Aller cuisiner chez son Papa ; Village;
6404;-14.43369749;16.48930953;15:00;FEED;Déjeuner ; Chambre;
6404;-14.43369749;16.48930953;15:30;REST;dormir ; chambre 162;
6404;-14.43360948;16.48910828;16:00;STILL;Palabrer ; Cour;
6404;-14.43360948;16.48910828;17:00;WANDER;Rester dans la cour ; Cour;
6404;-14.43369749;16.48930953;19:00;STILL;Se connecter ; Chambre;
6404;-14.43365348;16.48921169;20:00;FEED;diner  ; Veranda;
6404;-14.43369749;16.48930953;21:00;WANDER;Rester dans la chambre ; Chambre;
6501;-14.43400259;16.48888964;00:00;FEED;diner; cour;
6501;-14.43397665;16.48901094;01:00;REST;dormir ; TC; chambre
6501;-14.43400259;16.48888964;07:00;WANDER;tache ménagére; cour (163);
6501;-14.43400259;16.48888964;10:00;FEED;petit dejeuner; cour (163);
6501;-14.43400259;16.48888964;10:30;REST;Dormir; cour;
6501;-14.43400259;16.48888964;14:00;FEED;déjeuner ; cour;
6501;-14.43400259;16.48888964;15:00;REST;Dormir; cour;
6501;-14.43400259;16.48888964;17:00;WANDER;coudre ou palabrer; cour;
6501;-14.43400259;16.48888964;19:00;STILL;palabrer; cour;
6502;-14.43403555;16.48896858;00:00;FEED;diner; cour;
6502;-14.43401199;16.48901094;01:00;REST;dormir ; TC; chambre
6502;-14.43403555;16.48896858;06:00;FEED;petit dejeuner; cour;
6502;-14.43403555;16.48896858;06:00;STILL;priére ; cour;
6502;-14.4219119;16.48701746;07:00;WANDER;aller travailler; Bac dodel;
6502;-14.43403555;16.48896858;19:00;REST;repos; cour;
6503;-14.43396648;16.48874591;00:00;FEED;diner; cour;
6503;-14.43388587;16.4887463;01:00;REST;dormir ; TC; chambre
6503;-14.43388587;16.4887463;07:00;WANDER;préparatif aller enseigner; chambre(166);
6503;-14.42986559;16.48413909;07:40;WANDER;Aller travailler ; école élémentaire;
6503;-14.43396648;16.48874591;13:00;REST;Repos; cour ;
6503;-14.43396648;16.48874591;14:00;FEED;déjeuner ; cour;
6503;-14.43396648;16.48874591;15:00;REST;Dormir; cour ;
6503;-14.42986559;16.48413909;16:00;WANDER;Aller travailler ; école élémentaire;
6503;-14.43396648;16.48874591;18:00;REST;repos; cour;
6503;-14.43054194;16.48192173;19:00;WANDER;partir à la radio ; radio;
6503;-14.43388587;16.4887463;21:00;WANDER;travailler; salle (166);
6504;-14.43387687;16.48870689;01:00;REST;dormir ; TC; chambre (164)
6504;-14.43415095;16.48869823;06:00;WANDER;priére+ préparer le petit dej; cuisine;
6504;-14.43200673;16.48649531;08:00;WANDER;aller au marché; marché;
6504;-14.43397554;16.48877406;12:00;STILL;palabrer; cour;
6504;-14.43397554;16.48877406;14:00;FEED;déjeuner ; cour;
6504;-14.43397554;16.48877406;15:00;REST;Dormir; cour;
6504;-14.43397554;16.48877406;18:00;STILL;palabrer; cour;
6505;-14.4340944;16.48861951;01:00;REST;dormir ; TC; chambre (168)
6505;-14.43415095;16.48869823;07:00;WANDER;préparer petit dejeuner; cuisine;
6505;-14.43289846;16.4859378;08:00;WANDER;aller au marché; marché;
6505;-14.43402238;16.4887431;12:00;STILL;palabrer; cour;
6505;-14.43402238;16.4887431;14:00;FEED;déjeuner ;cour;
6505;-14.43402238;16.4887431;15:00;REST;Dormir; cour;
6505;-14.43402238;16.4887431;18:00;STILL;palabrer; cour;
6506;-14.43388587;16.4887463;01:00;REST;dormir ; TC; chambre (166)
6506;-14.43403117;16.48874029;07:00;WANDER;preparer le pettit dejeuner; cour;
6506;-14.4340944;16.48861951;08:00;REST;Dormir ; chambre;
6506;-14.43403117;16.48874029;10:00;STILL;palabrer; cour;
6506;-14.43403117;16.48874029;14:00;FEED;déjeuner ; cour;
6506;-14.43403117;16.48874029;15:00;REST;Dormir; cour;
6506;-14.43403117;16.48874029;18:00;STILL;palabrer; cour ;
6507;-14.43404165;16.48860535;01:00;REST;dormir ; TC; chambre
6507;-14.43404165;16.48860535;06:00;WANDER;se préparer pour aller à l'école ;chambre;
6507;-14.4298287;16.48419961;07:40;WANDER;aller à l'école ; école élémentaire;
6507;-14.43404752;16.48860818;13:00;WANDER;entrer dans le magasin; magasin;
6507;-14.43412979;16.48901941;13:15;WANDER;cuisiner; cuisine;
6507;-14.43398843;16.48897423;14:00;FEED;déjeuner ; cour;
6507;-14.43403849;16.48902788;15:00;STILL;reviser; chambre;
6507;-14.43404165;16.48860535;16:00;REST;Dormir; chambre;
6507;-14.43398843;16.48897423;17:00;STILL;Palabrer; cour;
6507;-14.43412979;16.48901941;21:00;WANDER;Préparer le diner ; cuisine;
6508;-14.43387687;16.48870689;01:00;REST;dormir ; TC; chambre
6508;-14.43412979;16.48901941;07:00;WANDER;préparer le petit dej; cuisine;
6508;-14.43400021;16.48897705;08:00;WANDER;faire le ménage; cour;
6508;-14.43400021;16.48897705;10:00;REST;repos; cour;
6508;-14.43412979;16.48901941;12:00;WANDER;préparer dejeuner; cuisine;
6508;-14.43400021;16.48897705;14:00;FEED;déjeuner; cour;
6508;-14.43400021;16.48897705;15:00;REST;Dormir; cour;
6508;-14.43400021;16.48897705;18:00;STILL;palabrer; cour;
6508;-14.43412979;16.48901941;21:00;WANDER;Préparer le diner ; cuisine;
6509;-14.43387687;16.48870689;01:00;REST;dormir ; TC; chambre (164)
6509;-14.43387687;16.48870689;06:00;WANDER;préparer  aller à l'école; chambre (164);
6509;-14.42898018;16.48337555;07:40;WANDER;aller à l'école; Lycée;
6509;-14.43415095;16.48869823;12:00;WANDER;Préparer le déjeuner ; cuisine;
6509;-14.43399304;16.48878822;14:00;FEED;déjeuner; cour;
6509;-14.43387687;16.48870689;15:00;STILL;reviser; chambre;
6509;-14.43399304;16.48878822;17:00;STILL;palabrer; cour;
6509;-14.43387687;16.48870689;20:00;STILL;reviser; chambre;
6510;-14.43387687;16.48870689;01:00;REST;dormir ; TC; chambre (164)
6510;-14.43387687;16.48870689;06:00;WANDER;préparatif école ; chambre;
6510;-14.42898018;16.48337555;07:40;WANDER;aller à l'école; Lycée;
6510;-14.43399578;16.48873467;12:00;STILL;palabrer ; cour;
6510;-14.43387687;16.48870689;15:00;STILL;reviser ; chambre 164;
6510;-14.43387687;16.48870689;18:00;STILL;reviser; chambre (164);
6510;-14.43388587;16.4887463;21:00;STILL;regarder la télé; salon;
6701;-14.43027294;16.48802039;05:00;STILL;priére; maison 45;
6701;-14.4335002;16.48724768;06:00;WANDER;aller au travail; atelier (426');
6702;-14.43374975;16.48304559;01:00;REST;dormir ; TC; chambre
6702;-14.43375662;16.48298615;09:30;WANDER;préparatif; maison 329;
6702;-14.43351767;16.48728383;10:00;WANDER;aller travailler; atelier (427');
6702;-14.43375662;16.48298615;22:00;REST;repos; maison 329;
6703;-14.43375892;16.48297429;07:00;WANDER;preparatif; maison 329;
6703;-14.43351767;16.48728383;08:00;WANDER;aller travailler; atelier (427');
6703;-14.43375892;16.48297429;22:00;REST;repos; maison;
6703;-14.4337792;16.48303828;23:00;REST;dormir ; TC; chambre
6704;-14.43220574;16.4855898;05:00;WANDER;priére+ préparatif; maison 15;
6704;-14.43367682;16.48750591;07:50;WANDER;aller à l'atelier; atelier 428';
6704;-14.43220574;16.4855898;20:00;REST;repos; maison 15;
6704;-14.43136671;16.48593072;21:00;REST;dormir; chambre;
6706;-14.43151648;16.48449056;05:30;STILL;priére; mosquéee;
6706;-14.43369706;16.4875309;08:00;WANDER;aller travailler; atelier 429';
6706;-14.43081558;16.48828635;19:30;REST;repos; maison 46;
6706;-14.43203025;16.48567212;23:00;REST;dormir ; TC; chambre
6707;-14.43149346;16.48594268;05:00;WANDER;préparatif; maison 17;
6707;-14.43376071;16.48758093;06:00;WANDER;aller travailler; atelier 430';
6707;-14.43149346;16.48594268;19:00;REST;repos;maison 17;
6707;-14.43094389;16.48838655;22:00;REST;dormir ; TC; chambre
6708;-14.43373177;16.48756702;08:00;WANDER;travailler ; Boutique;
6708;-14.6468521;16.51066601;20:00;REST;repos; maison ndioum;
6709;-14.43372598;16.48755869;08:00;WANDER;travailler ; Boutique;
6709;-14.6468521;16.51066601;20:00;REST;repos; maison ndioum;
7001;-14.43280968;16.48656506;00:00;REST;Dormir ; TC; chambre
7001;-14.43279112;16.48654949;07:00;WANDER;Priére+ tache ménagére; cour;
7001;-14.43279112;16.48654949;08:00;FEED;Petit déjeuner; cour;
7001;-14.43283754;16.48632257;08:30;WANDER;aller au travail ;marché;
7001;-14.43264442;16.48630578;11:00;WANDER;aller au marché ; marché;
7001;-14.43283753;16.48655837;12:00;WANDER;préparer le déjeuner; cuisine;
7001;-14.43279112;16.48654949;14:00;FEED;déjeuner ; Cour;
7001;-14.43279112;16.48654949;15:00;WANDER;faire le thé; cour;
7001;-14.43283753;16.48655837;16:00;WANDER;préparer pour le tangana; cuisine;
7001;-14.43279344;16.48657396;19:00;WANDER;vendre ; tangana;
7001;-14.43279112;16.48654949;21:00;FEED;diner  ; cour;
7001;-14.43280968;16.48656506;22:00;STILL;regarder la télé; chambre;
7002;-14.43252614;16.48470398;00:00;REST;Dormir ; TC; chambre
7002;-14.43246506;16.48482666;06:00;WANDER;Priére+ préparatif; maison 11;
7002;-14.43321056;16.48671904;06:30;WANDER;aller au louma ;;
7002;-14.43301277;16.48665639;17:00;REST;repos ; atelier 412;
7003;-14.42925649;16.4883137;00:00;REST;Dormir ; TC; chambre
7003;-14.42927395;16.48829141;09:00;FEED; dejeuner; magasin (43);
7003;-14.42927395;16.48829141;09:00;STILL;Priére ; magasin (43);
7003;-14.43297799;16.48660627;09:30;WANDER;aller au travail; atelier (413);
7003;-14.42918398;16.48819928;21:00;REST;repos; maison 43;
7004;-14.43274834;16.48659444;00:00;REST;Dormir ; TC; chambre
7004;-14.43299244;16.48663414;09:00;WANDER;aller au travail; atelier (413);
7101;-14.42851967;16.48657882;06:00;STILL;Prière ; maison 374;
7101;-14.43311997;16.48682156;06:30;WANDER;Aller travailler ; Boutique;
7101;-14.42851967;16.48657882;13:00;REST;Repos ; maison 374;
7101;-14.42856509;16.48655903;14:00;FEED;déjeuner;;
7101;-14.43311997;16.48682156;14:30;WANDER;Aller travailler ; Boutique;
